Founder ID,Provider ID,Score,Reason
F002,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S005,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S009,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S012,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S017,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S018,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S030,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S037,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S038,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S041,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S043,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S046,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S047,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S048,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F002,S050,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S011,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F003,S015,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F003,S001,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F003,S008,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S010,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F003,S021,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S022,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S035,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S044,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S050,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F003,S006,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F003,S016,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F003,S005,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F003,S009,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S027,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F003,S029,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F003,S047,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S048,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S025,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F003,S028,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F003,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S037,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S040,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F003,S042,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F003,S043,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F003,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S012,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S013,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S017,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S018,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S020,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S026,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S030,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S032,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S036,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S038,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S041,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S046,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F003,S049,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S022,60.0,"industry:matched, skill:matched, project:similar_0, timeline:not_matched"
F004,S008,50.0,"industry:matched, skill:similar_0, project:matched, timeline:not_matched"
F004,S021,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S023,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F004,S035,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S044,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S049,50.0,"industry:not_matched, skill:matched, project:matched, timeline:not_matched"
F004,S006,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F004,S009,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S011,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S015,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S016,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F004,S020,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F004,S026,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F004,S047,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S048,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S012,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F004,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S027,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F004,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F004,S036,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F004,S038,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F004,S002,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S003,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S004,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S005,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S013,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S017,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S018,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S024,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S025,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S028,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S029,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S030,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S032,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S033,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S037,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S039,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S040,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S041,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S042,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S043,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S045,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S046,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F004,S050,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F005,S028,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F005,S012,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F005,S036,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F005,S038,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F005,S049,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F005,S003,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S004,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S006,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S014,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S018,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S032,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S037,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S041,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S042,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S043,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S047,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S048,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F005,S050,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S008,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F005,S027,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F005,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S005,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S009,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S016,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S017,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S020,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S025,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S026,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S029,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S030,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S040,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F005,S046,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S002,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S014,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F006,S016,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S029,50.0,"industry:matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S031,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S039,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S044,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F006,S023,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F006,S034,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F006,S027,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S032,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S036,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S040,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S006,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S017,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S030,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S037,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S043,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S046,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S047,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S048,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F006,S050,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F006,S005,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S009,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S012,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S013,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S018,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S020,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S025,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S026,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S028,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S038,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S041,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S042,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F006,S049,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F007,S014,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F007,S003,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S006,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S028,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S044,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F007,S049,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S050,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S001,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S005,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S009,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S010,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S018,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S020,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S026,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S033,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S035,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S037,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S039,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S045,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F007,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S012,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S016,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S017,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F007,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
